Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GradeClass
15,1,0,2,5.365520409071134,15,0,2,0,0,0,0,4
15,0,0,2,0.819564445,8,0,2,0,0,0,1,3
16,0,2,2,14.101265684107583,12,1,1,1,0,0,0,3
17,1,0,1,9.019730052966874,22,0,2,0,0,0,1,4
16,1,1,1,2.0150568791915258,11,0,2,0,0,0,0,4
15,0,0,1,14.150456379560856,26,0,3,0,0,0,0,4
18,1,0,1,0.6234981822384245,21,0,4,0,1,0,0,4
16,1,2,2,17.403933809844844,24,0,2,1,0,0,1,4
15,1,0,3,2.7730505822660745,28,0,2,1,0,0,0,4
16,1,0,4,2.546237575,16,0,2,0,1,1,0,4
17,0,1,2,3.5134459593716905,26,0,3,0,0,0,1,4
16,1,1,1,19.205327169841333,1,0,1,1,0,0,0,0
16,1,1,1,13.86338720507692,12,0,2,1,0,0,0,3
15,0,0,3,16.027430709272735,0,0,3,1,0,0,0,1
15,0,0,2,7.952699715,25,0,0,0,0,0,0,4
15,1,2,2,6.726254550099111,27,0,1,0,0,0,0,4
16,0,1,2,4.689680135663399,18,0,3,0,1,0,0,4
17,1,2,2,9.612960566248178,10,0,1,0,0,0,0,4
18,1,2,3,11.03657467068337,4,0,2,1,0,0,0,2
18,0,2,0,12.635496873055107,0,1,2,0,0,0,0,0
15,1,0,2,5.14237008,19,0,2,0,0,1,0,4
15,1,0,3,18.973081618059812,29,1,1,1,0,0,0,4
16,1,2,1,3.395169964142717,12,1,4,0,1,0,0,2
18,1,0,2,19.313063495328247,7,0,0,1,1,0,0,2
15,0,0,1,0.29712245015007577,5,0,3,0,0,0,0,3
17,0,2,4,9.622513836336912,28,1,0,0,0,0,0,4
17,1,2,0,6.667356762331256,16,0,2,0,1,0,0,4
15,0,0,2,8.982468278605015,11,1,1,0,0,0,0,3
15,1,0,1,11.41329157961578,0,0,1,0,0,0,0,1
18,1,0,2,8.71178316,2,0,1,0,0,0,0,2
18,1,2,1,8.296937006,13,0,2,0,1,0,0,3
16,1,3,1,14.65446830826613,25,0,2,1,0,0,0,4
18,1,0,2,13.717525501729293,7,0,1,0,1,0,0,2
17,0,0,3,16.665425640716958,10,0,4,0,0,0,0,2
17,1,2,1,4.999179624789911,26,1,1,0,0,0,0,4
15,0,0,1,12.190570195081271,13,1,2,0,0,0,0,3
18,0,1,2,11.703895707857077,7,0,1,0,0,0,1,2
16,1,3,2,7.394756217453775,28,1,2,0,1,0,0,4
17,1,0,3,9.721150838053617,2,1,3,0,0,0,0,1
17,1,1,1,6.275642866114575,6,1,2,0,0,1,0,2
16,1,0,2,2.836887952339704,27,0,1,0,0,0,0,4
16,1,0,1,4.276024213254656,18,1,1,1,0,0,1,4
17,0,2,1,2.1102729280240218,3,0,3,0,0,0,0,3
17,1,0,2,13.661391503802482,24,0,1,0,0,0,0,4
16,1,3,2,13.21454786218303,15,1,2,1,0,1,0,3
17,0,1,2,19.012127431597456,12,0,1,1,1,0,0,3
15,0,0,1,14.593568272944825,19,0,1,1,0,1,1,4
15,1,0,2,1.040916775122629,18,1,1,0,1,0,0,4
16,0,0,2,17.684903478579084,4,0,3,1,0,0,0,1
18,1,0,4,17.253503258914517,22,1,3,1,0,0,0,4
16,0,0,1,8.866406415453973,4,1,2,1,0,0,0,1
16,0,0,1,11.717261010558431,19,0,1,0,1,0,0,4
18,1,0,1,19.521566649450378,23,0,2,0,0,1,1,4
18,0,2,2,10.646087276963325,3,1,2,1,1,0,0,1
18,0,1,1,18.106436567521797,1,0,2,0,0,1,1,0
15,0,2,3,1.6607751562037287,25,1,0,0,0,0,1,4
17,0,0,1,3.821037374173657,12,1,4,0,0,0,0,3
15,0,0,3,8.815098868826357,29,0,2,0,0,0,0,4
17,0,1,1,11.695136166746094,15,0,4,0,0,1,0,3
15,1,0,2,16.324557037256003,21,1,0,0,1,0,0,4
17,1,0,3,19.765242302863737,1,0,1,1,1,0,0,0
15,0,2,1,7.777029929482328,18,0,1,0,1,0,0,4
18,1,2,4,0.9483127228016985,16,1,3,0,1,1,0,4
16,1,1,2,16.023430065906496,4,1,2,1,1,0,0,1
15,1,0,3,12.087614381656163,24,0,3,0,1,0,0,4
17,0,2,2,3.9708571773640333,17,0,3,0,0,0,0,4
18,1,1,1,9.896569132428404,27,0,3,0,0,1,0,4
15,0,2,1,14.846204910674487,22,1,3,0,0,0,0,4
15,1,2,1,15.408235741372875,20,1,3,0,0,0,0,3
18,0,2,0,9.99236824,17,1,3,1,1,0,0,3
15,0,1,1,6.104290602577183,7,0,2,1,0,0,0,3
16,1,0,1,19.47485164076987,26,1,3,1,0,0,1,4
15,1,1,2,13.267252219129857,14,1,3,0,0,0,0,2
16,0,1,2,8.164750386925974,12,0,2,0,0,0,0,4
16,1,2,1,5.609264484093048,12,0,4,0,0,0,0,3
18,1,0,1,14.622059660071242,15,1,0,0,0,0,0,4
15,1,0,2,4.843668911875354,21,0,2,0,0,0,0,4
18,0,2,1,3.4341997794737633,19,0,1,1,0,1,0,4
15,0,2,0,10.596677779241405,12,0,1,0,0,0,1,4
15,1,3,1,5.799747852882837,19,0,3,0,0,0,1,4
17,1,2,3,12.5781029,1,0,4,0,0,0,0,1
15,1,1,3,2.3587734974846697,2,0,3,0,0,0,0,2
18,0,1,1,13.098822091346431,14,1,4,1,0,1,0,2
16,0,2,2,5.665930559954044,22,1,1,1,1,0,0,4
15,1,1,2,0.004858689,18,1,1,0,0,0,0,4
17,1,1,2,2.5387211534835274,12,0,2,0,1,0,0,4
18,1,0,2,18.67230755670188,4,1,3,1,1,0,1,0
15,1,0,2,17.347092782307158,25,1,0,1,1,0,0,4
18,1,2,1,4.672180640724736,21,0,4,1,0,0,0,4
17,1,0,0,15.567438090909825,5,0,3,0,0,0,1,1
17,0,0,2,12.171431863479485,13,0,4,0,0,0,1,4
18,1,0,3,19.41809422899739,3,1,2,0,0,0,0,1
15,0,0,2,7.472113190681182,21,0,2,0,1,1,0,4
16,1,0,3,13.629212250343425,18,1,3,1,0,0,0,4
17,1,0,4,1.2707144484783717,22,0,3,0,1,0,0,4
15,0,3,1,7.924946936328119,6,0,1,0,1,0,0,3
15,0,1,2,19.27635322376361,3,1,4,0,0,0,0,0
16,0,0,2,10.779617489002412,1,0,3,1,0,1,0,1
17,0,0,4,5.757590066696892,26,0,0,0,0,0,0,4
17,1,1,4,2.405419262572137,6,1,1,0,0,1,0,2
15,0,0,2,14.070566803630609,2,1,2,1,0,0,0,1
15,1,2,1,12.897120868594536,14,0,2,0,1,0,1,3
16,0,1,2,7.478774272075492,0,0,3,0,0,0,0,1
16,1,2,1,19.018827037316687,1,0,0,0,0,0,0,2
17,1,0,2,0.44405625975700636,9,1,3,1,0,0,0,3
18,1,1,3,6.074477032636516,15,0,3,1,0,1,0,3
17,1,0,1,18.421389725991627,24,0,1,1,0,0,1,4
15,1,3,2,6.418708766388807,27,0,2,1,0,1,0,4
17,1,1,2,5.045056677103408,14,1,1,1,0,0,0,4
18,0,0,2,10.684408198624947,23,1,1,1,0,0,0,4
16,1,0,1,16.476034998410757,14,1,2,0,0,0,0,4
18,0,0,2,2.062935217567221,13,0,4,1,0,0,0,3
18,0,1,3,18.860414192914725,21,1,1,0,1,1,0,4
18,1,0,3,15.90145762362328,13,0,2,1,0,0,0,4
16,0,1,1,3.625005111031039,5,0,1,1,0,0,0,2
18,1,0,3,14.240159223963254,13,1,1,0,0,0,0,3
18,0,1,2,7.6991744527511425,16,0,2,0,0,1,0,4
18,1,2,1,8.045893561526373,17,0,3,0,1,0,0,4
15,0,2,0,15.665801848777328,19,1,0,0,1,0,0,4
18,1,2,1,19.255696159614644,18,0,4,0,0,0,0,4
16,1,0,3,2.5331174569438786,29,0,0,0,1,0,0,4
18,1,0,2,8.412604737576387,16,0,3,0,1,0,0,4
18,1,1,2,9.618832162,15,0,3,1,0,0,0,3
16,0,0,1,7.5262363390999525,7,1,2,0,1,0,0,1
18,1,0,2,7.2637824743245005,6,0,1,0,0,0,0,3
16,0,0,0,1.0453733512319308,19,1,2,0,0,1,0,4
18,0,0,1,13.710772411252465,27,0,3,1,1,0,0,4
16,0,0,2,8.724288342400907,11,0,3,0,0,1,0,3
18,1,2,1,3.8958760528785352,8,0,2,0,1,0,0,3
18,0,0,3,16.320670046041368,26,1,2,0,0,0,0,4
15,0,1,1,16.051214963032557,13,0,3,0,1,0,0,4
15,0,0,2,9.727832561777877,19,1,4,0,0,0,0,4
18,1,1,2,5.969013223,0,0,3,0,0,1,0,0
18,1,0,2,12.761854515929048,9,1,3,0,0,1,0,2
17,0,2,1,5.763042715548061,16,1,2,1,1,0,0,4
16,1,2,0,4.720158606474241,16,1,3,1,0,1,0,4
17,1,0,3,14.610293080526533,16,1,3,0,0,0,1,4
15,0,3,1,0.806504794,3,0,3,1,0,1,1,1
15,0,3,3,1.8953694206918792,16,1,2,0,0,0,0,4
15,1,2,4,0.13576348047179554,17,0,2,0,1,1,1,4
15,0,2,1,3.058863729508523,19,0,2,0,0,1,1,4
18,1,0,1,1.3798001742091892,22,0,2,0,0,0,1,4
15,1,1,2,19.916047355598373,1,0,2,0,0,0,0,1
18,1,0,4,5.776199399081792,7,0,3,1,0,0,0,2
18,1,0,3,2.9853602533849455,12,0,2,1,0,0,0,4
15,1,3,2,4.819925159918359,22,0,1,0,1,1,0,4
15,1,0,2,18.722511430802694,24,0,3,0,1,0,0,4
16,0,2,1,10.403204460487913,29,0,3,0,0,0,0,4
17,0,2,4,7.296361926157138,21,1,2,0,0,0,0,4
15,1,2,4,17.467829158184387,19,1,1,0,1,0,0,4
16,1,3,1,7.899805410980649,21,1,4,1,0,0,0,4
16,1,0,1,6.700171399153916,14,0,3,0,0,0,0,4
17,0,0,1,4.145650450994712,19,0,1,1,0,0,0,4
18,1,0,1,7.555936478188229,22,1,0,0,0,0,0,4
15,0,0,3,6.333687120338521,8,1,2,1,0,0,0,2
17,1,0,1,13.546079185962821,2,1,3,1,1,0,0,0
15,1,0,0,5.791654093414542,2,0,1,1,0,0,0,2
16,0,2,1,11.543994928451228,1,0,2,1,1,0,0,1
16,0,1,4,1.317843300639454,0,1,2,0,0,1,0,0
18,1,0,2,3.8257831339302872,13,0,3,0,0,0,0,4
16,1,1,2,8.148105432226975,16,0,2,1,0,1,0,4
16,1,0,1,18.738985078173908,12,1,2,0,1,0,0,3
17,0,0,4,7.5450397143139085,18,1,4,1,0,1,0,3
15,0,2,3,13.281482423996682,29,0,1,0,0,0,0,4
15,0,1,1,5.101744448427963,22,0,1,0,1,1,0,4
17,0,2,0,2.5406715194646345,14,1,3,0,1,1,0,2
18,0,0,0,1.1707320016010025,26,0,1,1,1,0,0,4
15,0,2,1,6.1082699708550265,24,1,3,1,0,1,0,4
16,1,1,2,3.1532205359381593,13,1,0,0,1,0,0,3
15,1,1,3,3.480208960322484,1,1,1,0,0,0,0,1
16,0,1,2,15.21518617,6,1,4,1,1,0,0,0
18,1,2,3,0.3167614188974843,16,0,2,1,1,1,0,3
17,1,1,2,11.156202514708689,17,0,3,0,1,1,1,4
15,0,1,2,7.589227611869296,5,0,1,1,1,0,0,2
17,1,3,2,10.130999998170944,26,0,1,0,0,0,0,4
15,0,2,1,11.256604744292058,20,0,3,0,1,1,0,4
16,0,0,1,6.267353889145564,7,0,2,0,0,0,0,3
17,1,2,2,5.902177203685706,27,1,2,1,1,1,0,4
15,0,0,0,14.668036986698114,26,0,0,1,1,0,0,4
16,0,0,1,17.425539762423142,1,0,2,1,0,0,0,1
17,0,1,2,3.8516326491705577,0,0,3,1,0,0,0,1
17,0,3,4,1.952375210702979,15,0,3,0,1,0,0,4
15,0,3,2,17.955916127840517,6,0,3,1,0,0,1,2
15,0,0,3,6.9979092729479735,21,0,3,0,0,0,0,4
15,0,1,2,11.026347813256283,23,0,2,1,0,0,0,4
16,0,0,2,7.190862890400069,10,1,2,0,0,0,0,3
15,1,3,2,2.5160467269210263,14,1,3,1,0,0,0,3
17,1,3,3,11.786632898954561,12,1,1,1,0,0,0,3
17,1,1,2,10.502817035392592,29,0,1,1,0,0,0,4
15,0,2,2,4.059871183823944,23,0,4,1,1,0,0,4
15,0,2,2,9.037380893045556,1,0,0,0,0,0,0,2
18,1,1,2,15.938950080312917,13,0,1,1,0,0,0,4
17,1,0,1,11.808522062157827,23,0,2,0,0,1,0,4
16,1,0,0,1.938346541339897,5,0,3,1,0,0,0,2
18,0,1,0,10.960429944582701,8,1,2,1,0,1,0,1
15,1,1,3,14.054765985791738,27,0,2,0,1,0,0,4
15,1,0,1,15.854068115615028,6,0,4,1,0,1,0,1
17,0,3,1,12.582351572685335,17,0,3,0,0,0,0,4
15,1,0,2,3.0531632908156747,23,0,3,1,1,0,0,4
16,0,1,1,14.203465331803214,8,1,0,1,0,1,0,3
17,0,1,2,13.546836921630327,22,0,1,0,0,0,0,4
15,0,1,1,0.4885376588126644,3,0,2,0,1,0,0,1
17,1,1,4,8.234953351804863,8,0,1,0,0,0,0,3
15,1,0,3,6.659004939247466,3,0,0,1,1,0,0,2
15,0,0,3,13.38824128507287,11,0,1,1,0,1,0,3
15,1,1,2,4.322716246218414,3,1,2,0,0,1,0,1
16,1,1,2,11.817438459485171,24,1,3,1,1,0,0,4
16,1,0,1,18.26411923628345,29,1,3,0,0,0,0,4
17,1,2,0,15.956047444172155,23,0,0,0,0,1,0,4
15,0,0,0,18.42915472433061,19,0,2,0,1,1,0,4
15,1,1,2,19.57011934,13,0,1,0,0,0,0,3
16,0,2,2,0.21340254012325532,23,1,2,0,1,0,0,4
15,0,0,2,12.454825527549552,23,1,2,0,1,0,0,4
16,1,0,0,8.256787955,6,1,2,0,0,1,0,1
15,0,2,2,17.197089806702436,25,0,3,1,0,0,0,4
17,1,1,2,5.036294040182634,12,0,3,0,0,0,0,3
15,1,1,2,19.620589782301522,21,0,3,0,1,0,0,4
15,0,2,2,12.274159390874946,7,0,3,0,0,1,0,3
18,0,2,1,15.870748044576619,22,0,3,0,0,1,0,4
16,0,3,3,1.7119910564553664,4,0,3,0,0,0,0,2
15,0,1,2,3.669157695177301,11,1,2,0,0,0,0,4
15,1,0,1,15.168073460684063,12,0,2,1,0,1,0,3
18,1,0,1,0.43973044078647217,28,0,3,1,1,0,0,4
18,1,0,2,16.337559717875656,19,0,0,0,0,0,0,4
16,0,1,3,0.27898037383822905,13,0,3,0,0,0,0,4
18,0,0,2,13.142376781225467,27,1,4,0,1,0,0,4
17,0,3,1,7.301878404636117,17,0,3,0,0,0,0,4
18,1,1,3,12.229897054383983,26,0,0,1,1,0,0,4
17,0,1,2,13.920628139782274,23,1,2,1,0,0,0,4
16,1,0,2,6.849504383726083,24,0,3,1,0,1,0,4
16,0,0,2,2.159248962216711,19,0,4,0,1,0,0,4
16,1,0,1,1.3929173549653129,3,1,2,1,0,0,0,1
16,1,0,2,11.778720451250956,20,1,3,0,0,0,0,4
16,0,0,1,10.41310707468223,17,0,3,0,0,0,0,4
17,0,1,4,14.84402018242265,6,0,1,0,1,1,1,1
17,1,2,2,10.194710200078742,14,0,3,1,1,0,1,3
16,1,2,2,8.448915800617582,20,1,2,1,0,0,0,4
18,0,1,2,7.9617435647246175,5,0,2,0,1,0,1,1
15,0,0,3,0.5289380519533493,15,1,2,0,0,0,0,4
16,1,2,3,6.711144033933143,19,1,3,1,0,0,1,4
18,0,2,2,19.520403150489884,23,1,3,1,1,0,0,3
15,1,0,2,17.471111524541776,7,0,2,0,1,0,0,1
16,1,2,2,6.587561340684354,27,0,3,1,0,0,0,4
16,0,0,2,11.755908101327444,20,0,3,0,0,0,0,4
17,0,2,1,16.94593491070988,15,1,3,1,0,0,0,3
15,0,3,2,8.825486735001373,27,0,2,0,1,0,0,4
15,0,0,1,0.3591572750030192,21,0,0,0,1,0,1,4
18,0,2,3,1.4902092363728014,15,0,2,1,0,1,0,4
17,1,1,1,10.207854426974132,2,0,3,1,1,0,0,0
17,1,3,4,19.388787513517567,16,0,1,0,1,0,0,3
17,0,0,2,13.864190844377354,8,0,4,0,1,1,0,1
17,0,2,2,1.4183238287713906,24,0,3,0,0,0,0,4
15,0,0,2,3.7872175158372556,2,0,3,0,0,0,0,2
15,1,0,1,15.426462864337001,19,0,3,1,0,1,1,4
16,0,0,1,16.828795199124894,28,1,2,0,0,0,0,4
16,0,3,0,12.353891723771817,6,1,3,1,1,0,0,0
17,1,2,2,12.888463392596332,17,0,2,0,1,0,0,4
17,1,2,2,0.5667490076676929,11,0,3,1,0,0,0,4
17,0,3,2,16.57060519163017,18,1,3,0,1,0,0,3
16,0,0,1,15.765504163416592,15,0,3,0,0,0,0,3
18,0,0,1,5.180702882066943,21,0,3,0,0,0,0,4
18,1,0,2,14.173534399310139,26,0,0,1,0,0,0,4
16,0,0,3,4.297092128499962,23,0,0,0,0,0,0,4
16,0,0,2,0.8066032210302598,16,0,3,0,0,1,0,4
16,0,0,2,4.0227308518075455,19,1,1,1,0,0,0,4
16,1,0,2,3.572577535,14,1,2,1,1,0,0,3
16,1,0,0,6.754959934696945,0,0,2,1,0,0,0,1
16,0,0,4,8.368989943509161,1,0,0,0,0,0,0,2
17,0,0,2,10.170777829954158,7,0,0,0,0,0,0,3
17,1,3,1,9.535077510166563,21,0,3,1,1,0,0,4
17,1,2,2,5.413492119305787,24,0,3,0,0,0,0,4
17,1,3,1,0.5834133714814893,1,0,2,0,1,1,0,1
16,1,0,4,12.102032444743013,18,1,4,0,0,0,0,3
18,1,0,1,7.914896596947088,8,0,1,1,0,0,1,3
15,1,2,2,5.973443147750994,8,1,1,0,1,0,0,3
16,1,0,1,17.338820856610248,12,0,3,1,0,1,0,2
15,1,0,2,14.934866155963196,5,0,3,0,0,1,0,1
18,1,0,2,17.155310967448845,29,0,2,1,0,1,0,4
17,0,0,2,9.899655894,14,0,4,1,0,1,0,3
18,0,0,2,2.6186250425355495,18,1,4,0,1,0,0,4
16,0,0,3,13.924428722425448,20,0,0,0,0,0,0,4
17,1,1,0,4.121475598743505,14,0,1,1,0,0,0,4
16,0,0,1,8.824593381834337,17,0,3,0,0,0,0,4
17,1,0,1,1.300015779,6,0,2,1,0,0,0,3
15,1,2,4,16.50616804845965,25,0,0,1,0,1,1,4
15,0,0,1,2.5188128209500116,10,0,3,0,0,0,0,3
15,1,0,2,18.061950140986195,7,1,2,0,0,1,0,2
18,0,2,2,17.284612045231142,5,1,2,0,0,1,0,1
16,0,0,1,9.291655288784922,7,0,1,1,0,0,0,2
18,0,0,1,14.887364086079813,1,0,3,0,0,1,0,1
15,1,0,1,12.388901476363065,18,0,2,1,0,0,0,4
16,0,0,2,16.061512846754898,15,0,1,1,1,0,0,3
15,1,1,1,8.636102016,6,1,2,0,0,0,1,2
18,0,2,0,15.71616968,9,1,2,0,1,0,0,1
18,0,0,3,9.249136341,11,0,4,0,0,1,0,2
18,0,1,4,18.819315756855875,16,0,4,1,1,0,0,3
15,1,1,1,9.727442016502952,6,1,1,0,0,0,0,3
16,1,0,1,9.252385439,21,1,3,0,0,0,0,4
16,1,1,0,15.701437231270255,7,0,3,1,1,0,0,2
15,0,0,2,16.43155383521676,6,0,3,0,1,0,0,1
16,0,0,3,11.089782286423414,3,0,2,0,0,0,0,2
15,1,0,1,3.595956269901508,2,1,0,0,0,0,0,2
16,1,0,1,9.355164619,18,0,3,1,0,0,1,4
17,1,0,2,19.36145005819357,14,1,1,0,0,0,0,3
17,1,2,2,15.059723860783702,3,0,1,0,0,0,0,2
18,1,0,0,16.223252077582643,24,0,3,1,1,0,0,4
17,1,0,2,0.6565099763848026,8,0,4,0,0,1,0,3
17,0,0,1,9.357189252683199,12,1,1,1,0,0,0,3
17,1,2,1,12.932422673151107,17,0,3,0,0,0,0,4
15,0,1,2,16.600653672561492,20,1,2,0,1,0,0,4
17,0,1,3,0.9854730716554294,15,0,3,0,1,0,0,4
17,1,2,2,17.048777712837463,0,1,2,0,0,0,0,1
18,1,2,3,10.968018734838234,3,1,1,0,0,1,0,1
17,0,0,2,3.9462794115211985,17,0,1,0,0,0,1,4
17,1,1,2,6.345104329,7,1,2,0,0,1,1,2
16,1,2,2,5.638591035031215,19,0,1,0,0,1,0,4
18,0,3,3,10.617180685769515,15,0,0,0,1,1,0,4
18,0,2,3,1.0337135982226364,20,0,3,0,1,0,0,4
18,0,0,0,3.1707231699984706,10,1,2,0,0,1,0,3
18,1,0,3,16.253860867515648,19,1,3,1,0,0,0,3
18,0,0,3,2.6520798149362212,20,0,1,0,0,0,1,4
18,1,2,2,4.667925389162539,20,1,3,0,0,0,1,4
15,0,0,1,9.067412112083147,20,0,2,1,1,1,0,4
17,0,0,3,10.34241776226661,26,1,0,0,0,0,0,4
18,0,2,3,15.272209592283172,18,0,2,0,0,0,0,4
17,1,0,1,8.946648533323756,22,0,0,0,1,1,0,4
17,1,2,4,15.797292420710775,18,0,3,1,0,0,0,4
15,0,0,0,12.366926140909149,17,0,3,0,1,0,0,3
18,0,0,1,2.261994788476449,18,0,2,1,1,0,0,4
16,0,0,2,3.1266287678567717,10,0,1,1,1,1,1,3
15,1,2,2,8.740674508995417,2,0,1,0,0,0,0,2
16,0,0,2,7.937787861780792,7,1,2,1,0,0,0,2
17,1,0,0,14.870885392745892,19,0,3,0,0,0,1,4
17,0,3,4,11.614742795947038,18,1,1,0,0,0,0,4
15,0,0,0,7.762661620044986,9,0,0,0,1,0,0,3
15,0,1,1,3.4152056690077126,15,0,2,1,0,0,0,4
16,0,1,0,4.536742046509903,4,0,2,0,0,0,0,2
18,0,0,2,11.51002036938118,19,1,1,0,0,0,0,4
16,0,1,3,8.468776098,8,1,2,1,1,1,1,2
15,1,0,2,10.298550177213441,7,0,2,1,0,0,0,2
16,0,1,3,3.4135487060446734,10,0,2,1,0,0,0,3
15,1,0,0,13.258125046891315,15,0,2,0,0,0,0,4
16,0,1,2,17.05077481711934,6,0,3,0,1,0,0,2
15,0,0,2,5.158790135738012,14,1,0,0,0,1,1,4
15,1,1,2,9.830284516636532,23,0,1,1,0,0,0,4
15,0,0,0,19.510546580418037,28,0,2,0,0,0,1,4
18,1,0,2,6.664834811014552,20,1,2,1,0,0,1,4
16,1,0,2,11.900926898475223,19,1,2,0,1,0,0,4
16,0,0,2,1.8039140040048873,22,0,3,1,1,0,0,4
16,1,2,2,12.120300049588863,16,0,3,1,0,1,0,3
15,1,0,1,1.7926354660923582,5,0,1,1,0,1,0,3
16,0,3,2,19.184708706476442,14,0,3,0,0,0,0,3
16,1,3,1,14.313253041446227,7,0,2,0,1,0,0,2
15,0,1,3,15.763195762714128,6,1,1,0,0,0,0,1
17,0,0,2,14.082087215432736,1,1,4,0,1,0,0,0
15,0,0,1,11.794580721529314,29,0,3,0,1,0,0,4
16,0,2,4,8.998255621710108,12,0,4,1,1,0,0,2
15,1,0,2,17.167467595221247,29,0,1,0,1,0,0,4
17,0,0,0,19.13671335086126,22,0,1,1,0,1,0,4
15,0,1,2,9.980723458081627,28,0,2,0,1,0,0,4
16,1,2,1,18.63070098310524,5,0,3,0,1,0,0,1
17,0,2,3,11.66665819977035,28,0,1,0,0,0,0,4
18,0,0,3,10.767683737928664,4,0,3,1,1,1,0,0
16,1,1,4,9.089654659107133,19,0,2,0,1,0,0,4
17,1,0,2,4.185755230602397,0,0,2,1,1,0,0,1
17,1,0,2,0.074393216,28,0,3,0,0,0,0,4
18,1,2,2,4.830124537121225,17,0,3,1,0,0,0,4
15,1,0,1,10.194463432071304,14,0,0,0,0,0,0,4
15,1,0,2,7.599199045195051,22,0,4,0,1,1,0,4
16,1,0,2,8.969704560052676,9,0,2,1,1,0,0,2
18,0,2,0,19.61296439128099,2,1,0,1,0,0,0,0
15,1,2,2,7.005447413386552,4,0,3,0,0,0,0,2
18,1,1,3,9.043658787202158,23,0,4,1,1,0,0,4
15,1,2,3,2.6703110270563912,28,0,3,0,0,0,0,4
17,0,0,0,0.9591546487397529,12,0,3,1,0,1,0,3
15,0,0,0,15.508190291849893,7,1,3,0,1,0,0,1
18,1,0,1,11.413663501439572,21,1,4,0,0,1,0,4
17,1,0,3,15.214096120877901,20,0,0,0,0,0,1,4
17,1,0,1,2.9972559777310326,28,0,3,1,1,0,0,4
17,0,3,2,11.436575423653819,1,0,3,1,0,0,0,1
18,0,0,1,5.072849486827511,8,0,0,0,1,0,0,4
16,1,0,2,4.561236338000398,16,0,2,1,0,0,1,4
16,0,0,1,0.23052028105970512,26,0,2,0,0,0,0,4
16,1,0,2,2.606814471381438,17,0,3,1,0,0,1,4
18,0,3,1,6.185362229993907,12,0,0,0,0,0,0,4
17,0,0,2,2.337575211818781,0,1,3,0,0,0,0,1
16,1,0,1,19.71716880821875,11,0,1,0,0,0,0,3
18,1,2,2,6.172652970479014,19,0,2,0,0,1,0,4
16,1,0,3,2.6064789340465633,19,0,3,0,0,0,1,4
15,1,0,1,3.981646256559155,20,0,2,1,0,0,0,4
16,0,0,3,11.75406456682953,4,1,2,0,0,0,0,1
16,0,1,2,1.2808704772957702,7,0,0,1,0,0,0,4
17,0,3,1,17.248682602823138,26,1,3,1,0,0,0,4
18,1,2,2,19.229993584742946,14,0,4,0,0,0,0,3
17,0,0,1,4.934948413347618,26,1,4,0,0,0,0,4
17,1,2,2,9.001905371817188,2,1,3,1,1,0,0,0
17,0,0,2,0.4426890205899414,5,0,1,1,0,0,0,3
17,1,0,1,12.81420449454443,27,0,1,1,0,1,0,4
17,1,0,2,8.278521161051778,12,1,1,1,1,1,0,2
16,0,0,3,5.401169322031114,11,0,2,0,0,1,0,3
17,1,1,3,4.1367422123321695,18,0,1,1,0,0,0,4
17,1,1,2,13.080461553175208,28,0,1,0,0,1,0,4
18,0,3,4,8.324340621,17,0,3,0,0,0,0,4
15,1,1,2,3.5931857805982403,23,0,2,1,0,0,1,4
16,1,1,1,13.782181629736481,0,0,3,1,0,0,0,0
16,1,0,3,11.301445660733872,24,0,4,1,1,0,0,4
16,0,0,2,17.173441098589922,26,0,3,0,0,1,0,4
17,0,1,2,2.349517977529858,6,1,3,1,0,0,0,2
17,1,0,2,15.713332038889122,11,0,3,1,0,0,0,3
17,0,2,3,13.47033573634518,9,1,2,1,0,0,0,2
18,1,0,3,2.3002187365619564,28,1,0,0,0,0,0,4
15,1,0,2,13.896414597434415,11,1,0,1,1,0,0,3
17,1,0,1,8.830945777596607,10,1,1,0,1,1,0,2
15,1,0,2,18.899695711116863,3,1,3,1,1,0,0,0
18,1,0,2,2.8322270123579862,18,1,4,1,0,0,0,4
16,0,2,1,12.85666781631476,5,0,4,1,1,0,0,1
17,1,0,2,7.6396009092589185,24,0,0,0,0,0,1,4
15,0,1,2,19.136293411817554,8,1,4,0,0,0,0,2
15,0,0,1,6.599497906,19,0,2,0,0,0,0,4
17,1,0,1,19.243718189836002,9,1,3,0,1,0,0,2
16,1,0,1,18.02971702201498,4,1,1,1,0,0,0,1
16,0,2,3,5.407664706213127,26,0,0,0,0,0,0,4
16,0,0,1,16.070835536528556,12,1,2,0,1,0,1,2
18,0,2,1,19.91208403607012,8,0,3,1,0,1,1,1
15,1,0,2,5.053260043425647,1,0,1,0,0,1,0,1
15,0,2,1,8.735543386466393,17,0,1,1,0,0,1,4
15,1,0,0,10.403614731335193,20,0,4,0,0,0,0,4
18,1,1,1,5.898622716077286,0,0,4,0,0,0,0,0
15,1,1,2,0.3052967929205952,23,0,0,1,0,0,0,4
18,0,3,2,4.402584883950533,20,0,3,0,0,0,0,4
16,1,0,1,5.638737686835169,11,1,2,0,1,0,0,3
17,1,0,2,8.871994026363744,9,0,2,0,1,0,1,3
15,1,0,4,3.4220495682680374,1,0,2,0,1,0,0,1
15,1,2,1,17.465087133833453,27,0,2,1,0,0,0,4
